strain,Sequencing_technology,Primers_used,simple_strain,Primers
SouthAfrica/KRISP-0527/2020,Illumina Miseq,ARTIC_V2,KRISP-0527,
SouthAfrica/KRISP-0529/2020,Illumina Miseq,ARTIC_V2,KRISP-0529,
SouthAfrica/KRISP-0531/2020,Illumina Miseq,ARTIC_V2,KRISP-0531,
SouthAfrica/KRISP-0533/2020,Illumina Miseq,ARTIC_V2,KRISP-0533,
SouthAfrica/KRISP-0534/2020,Illumina Miseq,ARTIC_V2,KRISP-0534,
SouthAfrica/KRISP-0535/2020,Illumina Miseq,ARTIC_V2,KRISP-0535,
SouthAfrica/KRISP-0536/2020,Illumina Miseq,ARTIC_V2,KRISP-0536,
SouthAfrica/KRISP-0538/2020,Illumina Miseq,ARTIC_V2,KRISP-0538,
SouthAfrica/KRISP-0539/2020,Illumina Miseq,ARTIC_V2,KRISP-0539,
SouthAfrica/KRISP-0540/2020,Illumina Miseq,ARTIC_V2,KRISP-0540,
SouthAfrica/KRISP-0541/2020,Illumina Miseq,ARTIC_V2,KRISP-0541,
SouthAfrica/KRISP-0543/2020,Illumina Miseq,ARTIC_V2,KRISP-0543,
SouthAfrica/KRISP-0544/2020,Illumina Miseq,ARTIC_V2,KRISP-0544,
SouthAfrica/KRISP-0545/2020,Illumina Miseq,ARTIC_V2,KRISP-0545,
SouthAfrica/KRISP-0548/2020,Illumina Miseq,ARTIC_V2,KRISP-0548,
SouthAfrica/KRISP-0549/2020,Illumina Miseq,ARTIC_V2,KRISP-0549,
SouthAfrica/KRISP-0550/2020,Illumina Miseq,ARTIC_V2,KRISP-0550,
SouthAfrica/KRISP-0551/2020,Illumina Miseq,ARTIC_V2,KRISP-0551,
SouthAfrica/KRISP-0552/2020,Illumina Miseq,ARTIC_V2,KRISP-0552,
SouthAfrica/KRISP-0553/2020,Illumina Miseq,ARTIC_V2,KRISP-0553,
SouthAfrica/KRISP-0554/2020,Illumina Miseq,ARTIC_V2,KRISP-0554,
SouthAfrica/KRISP-0555/2020,Illumina Miseq,ARTIC_V2,KRISP-0555,
SouthAfrica/KRISP-0556/2020,Illumina Miseq,ARTIC_V2,KRISP-0556,
SouthAfrica/KRISP-0557/2020,Illumina Miseq,ARTIC_V2,KRISP-0557,
SouthAfrica/KRISP-0558/2020,Illumina Miseq,ARTIC_V2,KRISP-0558,
SouthAfrica/KRISP-0559/2020,Illumina Miseq,ARTIC_V2,KRISP-0559,
SouthAfrica/KRISP-0560/2020,Illumina Miseq,ARTIC_V2,KRISP-0560,
SouthAfrica/KRISP-0561/2020,Illumina Miseq,ARTIC_V2,KRISP-0561,
SouthAfrica/KRISP-0562/2020,Illumina Miseq,ARTIC_V2,KRISP-0562,
SouthAfrica/KRISP-0563/2020,Illumina Miseq,ARTIC_V2,KRISP-0563,
SouthAfrica/KRISP-0564/2020,Illumina Miseq,ARTIC_V2,KRISP-0564,
SouthAfrica/KRISP-0565/2020,Illumina Miseq,ARTIC_V2,KRISP-0565,
SouthAfrica/KRISP-0567/2020,Illumina Miseq,ARTIC_V2,KRISP-0567,
SouthAfrica/KRISP-0568/2020,Illumina Miseq,ARTIC_V2,KRISP-0568,
SouthAfrica/KRISP-0569/2020,Illumina Miseq,ARTIC_V2,KRISP-0569,
SouthAfrica/KRISP-0570/2020,Illumina Miseq,ARTIC_V2,KRISP-0570,
SouthAfrica/KRISP-0571/2020,Illumina Miseq,ARTIC_V2,KRISP-0571,
SouthAfrica/KRISP-0572/2020,Illumina Miseq,ARTIC_V2,KRISP-0572,
SouthAfrica/KRISP-0573/2020,Illumina Miseq,ARTIC_V2,KRISP-0573,
SouthAfrica/KRISP-0574/2020,Illumina Miseq,ARTIC_V2,KRISP-0574,
SouthAfrica/KRISP-0575/2020,Illumina Miseq,ARTIC_V2,KRISP-0575,
SouthAfrica/KRISP-0576/2020,Illumina Miseq,ARTIC_V2,KRISP-0576,
SouthAfrica/KRISP-0577/2020,Illumina Miseq,ARTIC_V2,KRISP-0577,
SouthAfrica/KRISP-0578/2020,Illumina Miseq,ARTIC_V2,KRISP-0578,
SouthAfrica/KRISP-0579/2020,Illumina Miseq,ARTIC_V2,KRISP-0579,
SouthAfrica/KRISP-0580/2020,Illumina Miseq,ARTIC_V2,KRISP-0580,
SouthAfrica/KRISP-0581/2020,Illumina Miseq,ARTIC_V2,KRISP-0581,
SouthAfrica/KRISP-0582/2020,Illumina Miseq,ARTIC_V2,KRISP-0582,
SouthAfrica/KRISP-0583/2020,Illumina Miseq,ARTIC_V2,KRISP-0583,
SouthAfrica/KRISP-0584/2020,Illumina Miseq,ARTIC_V2,KRISP-0584,
SouthAfrica/KRISP-0585/2020,Illumina Miseq,ARTIC_V2,KRISP-0585,
SouthAfrica/KRISP-0586/2020,Illumina Miseq,ARTIC_V2,KRISP-0586,
SouthAfrica/KRISP-0587/2020,Illumina Miseq,ARTIC_V2,KRISP-0587,
SouthAfrica/KRISP-0588/2020,Illumina Miseq,ARTIC_V2,KRISP-0588,
SouthAfrica/KRISP-06/2020,Illumina Miseq,ARTIC_V2,KRISP-06,
SouthAfrica/KRISP-07/2020,Illumina Miseq,ARTIC_V2,KRISP-07,
SouthAfrica/KRISP-101/2020,Illumina Miseq,ARTIC_V2,KRISP-101,
SouthAfrica/KRISP-102/2020,Illumina Miseq,ARTIC_V2,KRISP-102,
SouthAfrica/KRISP-103/2020,Illumina Miseq,ARTIC_V2,KRISP-103,
SouthAfrica/KRISP-104/2020,Illumina Miseq,ARTIC_V2,KRISP-104,
SouthAfrica/KRISP-105/2020,Illumina Miseq,ARTIC_V2,KRISP-105,
SouthAfrica/KRISP-106/2020,Illumina Miseq,ARTIC_V2,KRISP-106,
SouthAfrica/KRISP-107/2020,Illumina Miseq,ARTIC_V2,KRISP-107,
SouthAfrica/KRISP-108/2020,Illumina Miseq,ARTIC_V2,KRISP-108,
SouthAfrica/KRISP-109/2020,Illumina Miseq,ARTIC_V2,KRISP-109,
SouthAfrica/KRISP-AHRI-K003734-D0/2020,Illumina Miseq,ARTIC_V2,KRISP-AHRI-K003734-D0,
SouthAfrica/KRISP-BH02955480/2020,Illumina Miseq,ARTIC_V2,KRISP-BH02955480,
SouthAfrica/KRISP-BH02956196/2020,Illumina Miseq,ARTIC_V2,KRISP-BH02956196,
SouthAfrica/KRISP-BH02956385/2020,Illumina Miseq,ARTIC_V2,KRISP-BH02956385,
SouthAfrica/KRISP-BH02956605/2020,Illumina Miseq,ARTIC_V2,KRISP-BH02956605,
SouthAfrica/KRISP-BH02956621/2020,Illumina Miseq,ARTIC_V2,KRISP-BH02956621,
SouthAfrica/KRISP-BH02956751/2020,Illumina Miseq,ARTIC_V2,KRISP-BH02956751,
SouthAfrica/KRISP-BI00251584/2020,Illumina Miseq,ARTIC_V2,KRISP-BI00251584,
SouthAfrica/KRISP-CC00689995/2020,Illumina Miseq,ARTIC_V2,KRISP-CC00689995,
SouthAfrica/KRISP-CD02410092/2020,Illumina Miseq,ARTIC_V2,KRISP-CD02410092,
SouthAfrica/KRISP-CD02410156/2020,Illumina Miseq,ARTIC_V2,KRISP-CD02410156,
SouthAfrica/KRISP-CD02410157/2020,Illumina Miseq,ARTIC_V2,KRISP-CD02410157,
SouthAfrica/KRISP-CD02410695/2020,Illumina Miseq,ARTIC_V2,KRISP-CD02410695,
SouthAfrica/KRISP-CH01110222/2020,Illumina Miseq,ARTIC_V2,KRISP-CH01110222,
SouthAfrica/KRISP-CH01110224/2020,Illumina Miseq,ARTIC_V2,KRISP-CH01110224,
SouthAfrica/KRISP-CH01110237/2020,Illumina Miseq,ARTIC_V2,KRISP-CH01110237,
SouthAfrica/KRISP-CH01110714/2020,Illumina Miseq,ARTIC_V2,KRISP-CH01110714,
SouthAfrica/KRISP-CH01110731/2020,Illumina Miseq,ARTIC_V2,KRISP-CH01110731,
SouthAfrica/KRISP-CI00768406/2020,Illumina Miseq,ARTIC_V2,KRISP-CI00768406,
SouthAfrica/KRISP-DG01842216/2020,Illumina Miseq,ARTIC_V2,KRISP-DG01842216,
SouthAfrica/KRISP-DG01842477/2020,Illumina Miseq,ARTIC_V2,KRISP-DG01842477,
SouthAfrica/KRISP-DG01843056/2020,Illumina Miseq,ARTIC_V2,KRISP-DG01843056,
SouthAfrica/KRISP-DG01843115/2020,Illumina Miseq,ARTIC_V2,KRISP-DG01843115,
SouthAfrica/KRISP-DG01843206/2020,Illumina Miseq,ARTIC_V2,KRISP-DG01843206,
SouthAfrica/KRISP-DG01843213/2020,Illumina Miseq,ARTIC_V2,KRISP-DG01843213,
SouthAfrica/KRISP-EB00584394/2020,Illumina Miseq,ARTIC_V2,KRISP-EB00584394,
SouthAfrica/KRISP-EB00584676/2020,Illumina Miseq,ARTIC_V2,KRISP-EB00584676,
SouthAfrica/KRISP-EC-K004564/2020,Illumina Miseq,ARTIC_V2,KRISP-EC-K004564,
SouthAfrica/KRISP-EC-K004565/2020,Illumina Miseq,ARTIC_V2,KRISP-EC-K004565,
SouthAfrica/KRISP-EC-K004566/2020,Illumina Miseq,ARTIC_V2,KRISP-EC-K004566,
SouthAfrica/KRISP-EC-K004570/2020,Illumina Miseq,ARTIC_V2,KRISP-EC-K004570,
SouthAfrica/KRISP-EC-K004572/2020,Illumina Miseq,ARTIC_V2,KRISP-EC-K004572,
SouthAfrica/KRISP-EC-K004574/2020,Illumina Miseq,ARTIC_V2,KRISP-EC-K004574,
SouthAfrica/KRISP-EC-K004576/2020,Illumina Miseq,ARTIC_V2,KRISP-EC-K004576,
SouthAfrica/KRISP-EC-K004577/2020,Illumina Miseq,ARTIC_V2,KRISP-EC-K004577,
SouthAfrica/KRISP-EC-K004578/2020,Illumina Miseq,ARTIC_V2,KRISP-EC-K004578,
SouthAfrica/KRISP-EC-K004582/2020,Illumina Miseq,ARTIC_V2,KRISP-EC-K004582,
SouthAfrica/KRISP-EC-K004583/2020,Illumina Miseq,ARTIC_V2,KRISP-EC-K004583,
SouthAfrica/KRISP-EC-K005213/2020,Illumina Miseq,ARTIC_V2,KRISP-EC-K005213,
SouthAfrica/KRISP-EC-K005219/2020,Illumina Miseq,ARTIC_V2,KRISP-EC-K005219,
SouthAfrica/KRISP-EC-K005220/2020,Illumina Miseq,ARTIC_V2,KRISP-EC-K005220,
SouthAfrica/KRISP-EC-K005221/2020,Illumina Miseq,ARTIC_V2,KRISP-EC-K005221,
SouthAfrica/KRISP-EC-K005229/2020,Illumina Miseq,ARTIC_V2,KRISP-EC-K005229,
SouthAfrica/KRISP-EC-K005230/2020,Illumina Miseq,ARTIC_V2,KRISP-EC-K005230,
SouthAfrica/KRISP-EC-K005231/2020,Illumina Miseq,ARTIC_V2,KRISP-EC-K005231,
SouthAfrica/KRISP-EC-K005235/2020,Illumina Miseq,ARTIC_V2,KRISP-EC-K005235,
SouthAfrica/KRISP-EC-K005237/2020,Illumina Miseq,ARTIC_V2,KRISP-EC-K005237,
SouthAfrica/KRISP-EC-K005240/2020,Illumina Miseq,ARTIC_V2,KRISP-EC-K005240,
SouthAfrica/KRISP-EC-K005244/2020,Illumina Miseq,ARTIC_V2,KRISP-EC-K005244,
SouthAfrica/KRISP-EC-K005247/2020,Illumina Miseq,ARTIC_V2,KRISP-EC-K005247,
SouthAfrica/KRISP-EC-K005248/2020,Illumina Miseq,ARTIC_V2,KRISP-EC-K005248,
SouthAfrica/KRISP-EC-K005250/2020,Illumina Miseq,ARTIC_V2,KRISP-EC-K005250,
SouthAfrica/KRISP-EC-K005252/2020,Illumina Miseq,ARTIC_V2,KRISP-EC-K005252,
SouthAfrica/KRISP-EC-K005253/2020,Illumina Miseq,ARTIC_V2,KRISP-EC-K005253,
SouthAfrica/KRISP-EC-K005254/2020,Illumina Miseq,ARTIC_V2,KRISP-EC-K005254,
SouthAfrica/KRISP-EC-K005255/2020,Illumina Miseq,ARTIC_V2,KRISP-EC-K005255,
SouthAfrica/KRISP-EC-K005259/2020,Illumina Miseq,ARTIC_V2,KRISP-EC-K005259,
SouthAfrica/KRISP-EC-K005260/2020,Illumina Miseq,ARTIC_V2,KRISP-EC-K005260,
SouthAfrica/KRISP-EC-K005261/2020,Illumina Miseq,ARTIC_V2,KRISP-EC-K005261,
SouthAfrica/KRISP-EC-K005263/2020,Illumina Miseq,ARTIC_V2,KRISP-EC-K005263,
SouthAfrica/KRISP-EC-K005264/2020,Illumina Miseq,ARTIC_V2,KRISP-EC-K005264,
SouthAfrica/KRISP-EC-K005265/2020,Illumina Miseq,ARTIC_V2,KRISP-EC-K005265,
SouthAfrica/KRISP-EC-K005266/2020,Illumina Miseq,ARTIC_V2,KRISP-EC-K005266,
SouthAfrica/KRISP-EC-K005267/2020,Illumina Miseq,ARTIC_V2,KRISP-EC-K005267,
SouthAfrica/KRISP-EC-K005268/2020,Illumina Miseq,ARTIC_V2,KRISP-EC-K005268,
SouthAfrica/KRISP-EC-K005270/2020,Illumina Miseq,ARTIC_V2,KRISP-EC-K005270,
SouthAfrica/KRISP-EC-K005273/2020,Illumina Miseq,ARTIC_V2,KRISP-EC-K005273,
SouthAfrica/KRISP-EC-K005274/2020,Illumina Miseq,ARTIC_V2,KRISP-EC-K005274,
SouthAfrica/KRISP-EC-K005275/2020,Illumina Miseq,ARTIC_V2,KRISP-EC-K005275,
SouthAfrica/KRISP-EC-K005276/2020,Illumina Miseq,ARTIC_V2,KRISP-EC-K005276,
SouthAfrica/KRISP-EC-K005278/2020,Illumina Miseq,ARTIC_V2,KRISP-EC-K005278,
SouthAfrica/KRISP-EC-K005279/2020,Illumina Miseq,ARTIC_V2,KRISP-EC-K005279,
SouthAfrica/KRISP-EC-K005280/2020,Illumina Miseq,ARTIC_V2,KRISP-EC-K005280,
SouthAfrica/KRISP-EC-K005282/2020,Illumina Miseq,ARTIC_V2,KRISP-EC-K005282,
SouthAfrica/KRISP-EC-K005283/2020,Illumina Miseq,ARTIC_V2,KRISP-EC-K005283,
SouthAfrica/KRISP-EC-K005289/2020,Illumina Miseq,ARTIC_V2,KRISP-EC-K005289,
SouthAfrica/KRISP-EC-K005291/2020,Illumina Miseq,ARTIC_V2,KRISP-EC-K005291,
SouthAfrica/KRISP-EC-K005292/2020,Illumina Miseq,ARTIC_V2,KRISP-EC-K005292,
SouthAfrica/KRISP-EC-K005296/2020,Illumina Miseq,ARTIC_V2,KRISP-EC-K005296,
SouthAfrica/KRISP-EC-K005299/2020,Illumina Miseq,ARTIC_V2,KRISP-EC-K005299,
SouthAfrica/KRISP-EC-K005300/2020,Illumina Miseq,ARTIC_V2,KRISP-EC-K005300,
SouthAfrica/KRISP-EC-K005301/2020,Illumina Miseq,ARTIC_V2,KRISP-EC-K005301,
SouthAfrica/KRISP-EC-K005302/2020,Illumina Miseq,ARTIC_V2,KRISP-EC-K005302,
SouthAfrica/KRISP-EC-K005321/2020,Illumina Miseq,ARTIC_V2,KRISP-EC-K005321,
SouthAfrica/KRISP-EC-K005337/2020,Illumina Miseq,ARTIC_V2,KRISP-EC-K005337,
SouthAfrica/KRISP-EC-K005339/2020,Illumina Miseq,ARTIC_V2,KRISP-EC-K005339,
SouthAfrica/KRISP-EC-K005340/2020,Illumina Miseq,ARTIC_V2,KRISP-EC-K005340,
SouthAfrica/KRISP-EC-K005341/2020,Illumina Miseq,ARTIC_V2,KRISP-EC-K005341,
SouthAfrica/KRISP-EC-K005343/2020,Illumina Miseq,ARTIC_V2,KRISP-EC-K005343,
SouthAfrica/KRISP-EC-K005344/2020,Illumina Miseq,ARTIC_V2,KRISP-EC-K005344,
SouthAfrica/KRISP-EC-K005345/2020,Illumina Miseq,ARTIC_V2,KRISP-EC-K005345,
SouthAfrica/KRISP-EC-K005346/2020,Illumina Miseq,ARTIC_V2,KRISP-EC-K005346,
SouthAfrica/KRISP-EC-K005347/2020,Illumina Miseq,ARTIC_V2,KRISP-EC-K005347,
SouthAfrica/KRISP-EC-K005348/2020,Illumina Miseq,ARTIC_V2,KRISP-EC-K005348,
SouthAfrica/KRISP-EC-K005349/2020,Illumina Miseq,ARTIC_V2,KRISP-EC-K005349,
SouthAfrica/KRISP-EC-K005350/2020,Illumina Miseq,ARTIC_V2,KRISP-EC-K005350,
SouthAfrica/KRISP-EC-K005351/2020,Illumina Miseq,ARTIC_V2,KRISP-EC-K005351,
SouthAfrica/KRISP-EC-K005352/2020,Illumina Miseq,ARTIC_V2,KRISP-EC-K005352,
SouthAfrica/KRISP-EC-K005354/2020,Illumina Miseq,ARTIC_V2,KRISP-EC-K005354,
SouthAfrica/KRISP-EC-K005355/2020,Illumina Miseq,ARTIC_V2,KRISP-EC-K005355,
SouthAfrica/KRISP-EC-K005356/2020,Illumina Miseq,ARTIC_V2,KRISP-EC-K005356,
SouthAfrica/KRISP-EC-K005357/2020,Illumina Miseq,ARTIC_V2,KRISP-EC-K005357,
SouthAfrica/KRISP-EC-K005358/2020,Illumina Miseq,ARTIC_V2,KRISP-EC-K005358,
SouthAfrica/KRISP-EC-K005359/2020,Illumina Miseq,ARTIC_V2,KRISP-EC-K005359,
SouthAfrica/KRISP-EC-K005360/2020,Illumina Miseq,ARTIC_V2,KRISP-EC-K005360,
SouthAfrica/KRISP-EC-K005361/2020,Illumina Miseq,ARTIC_V2,KRISP-EC-K005361,
SouthAfrica/KRISP-EC-K006856/2020,Illumina Miseq,ARTIC_V2,KRISP-EC-K006856,
SouthAfrica/KRISP-EC-K006858/2020,Illumina Miseq,ARTIC_V2,KRISP-EC-K006858,
SouthAfrica/KRISP-EC-K006859/2020,Illumina Miseq,ARTIC_V2,KRISP-EC-K006859,
SouthAfrica/KRISP-EC-K006871/2020,Illumina Miseq,ARTIC_V2,KRISP-EC-K006871,
SouthAfrica/KRISP-EC-K006875/2020,Illumina Miseq,ARTIC_V2,KRISP-EC-K006875,
SouthAfrica/KRISP-EC-K006876/2020,Illumina Miseq,ARTIC_V2,KRISP-EC-K006876,
SouthAfrica/KRISP-EC-K006882/2020,Illumina Miseq,ARTIC_V2,KRISP-EC-K006882,
SouthAfrica/KRISP-EC-MDSH920954/2020,Illumina Miseq,ARTIC_V2,KRISP-EC-MDSH920954,
SouthAfrica/KRISP-EC-MDSH924786/2020,Illumina Miseq,ARTIC_V2,KRISP-EC-MDSH924786,
SouthAfrica/KRISP-EC-MDSH924795/2020,Illumina Miseq,ARTIC_V2,KRISP-EC-MDSH924795,
SouthAfrica/KRISP-EC-MDSH924814/2020,Illumina Miseq,ARTIC_V2,KRISP-EC-MDSH924814,
SouthAfrica/KRISP-EC-MDSH924825/2020,Illumina Miseq,ARTIC_V2,KRISP-EC-MDSH924825,
SouthAfrica/KRISP-EC-MDSH925012/2020,Illumina Miseq,ARTIC_V2,KRISP-EC-MDSH925012,
SouthAfrica/KRISP-EC-MDSH925045/2020,Illumina Miseq,ARTIC_V2,KRISP-EC-MDSH925045,
SouthAfrica/KRISP-EC-MDSH925058/2020,Illumina Miseq,ARTIC_V2,KRISP-EC-MDSH925058,
SouthAfrica/KRISP-EC-MDSH925067/2020,Illumina Miseq,ARTIC_V2,KRISP-EC-MDSH925067,
SouthAfrica/KRISP-EC-MDSH925079/2020,Illumina Miseq,ARTIC_V2,KRISP-EC-MDSH925079,
SouthAfrica/KRISP-EC-MDSH925081/2020,Illumina Miseq,ARTIC_V2,KRISP-EC-MDSH925081,
SouthAfrica/KRISP-EC-MDSH925087/2020,Illumina Miseq,ARTIC_V2,KRISP-EC-MDSH925087,
SouthAfrica/KRISP-EC-MDSH925100/2020,Illumina Miseq,ARTIC_V2,KRISP-EC-MDSH925100,
SouthAfrica/KRISP-EG00467094/2020,Illumina Miseq,ARTIC_V2,KRISP-EG00467094,
SouthAfrica/KRISP-EG00467095/2020,Illumina Miseq,ARTIC_V2,KRISP-EG00467095,
SouthAfrica/KRISP-EG00467189/2020,Illumina Miseq,ARTIC_V2,KRISP-EG00467189,
SouthAfrica/KRISP-EH00430877/2020,Illumina Miseq,ARTIC_V2,KRISP-EH00430877,
SouthAfrica/KRISP-EH00431117/2020,Illumina Miseq,ARTIC_V2,KRISP-EH00431117,
SouthAfrica/KRISP-EJ00540655/2020,Illumina Miseq,ARTIC_V2,KRISP-EJ00540655,
SouthAfrica/KRISP-GD00687523/2020,Illumina Miseq,ARTIC_V2,KRISP-GD00687523,
SouthAfrica/KRISP-GH01034869/2020,Illumina Miseq,ARTIC_V2,KRISP-GH01034869,
SouthAfrica/KRISP-GI00293257/2020,Illumina Miseq,ARTIC_V2,KRISP-GI00293257,
SouthAfrica/KRISP-K000566/2020,Illumina Miseq,ARTIC_V2,KRISP-K000566,
SouthAfrica/KRISP-K000567/2020,Illumina Miseq,ARTIC_V2,KRISP-K000567,
SouthAfrica/KRISP-K000568/2020,Illumina Miseq,ARTIC_V2,KRISP-K000568,
SouthAfrica/KRISP-K000569/2020,Illumina Miseq,ARTIC_V2,KRISP-K000569,
SouthAfrica/KRISP-K000571/2020,Illumina Miseq,ARTIC_V2,KRISP-K000571,
SouthAfrica/KRISP-K000572/2020,Illumina Miseq,ARTIC_V2,KRISP-K000572,
SouthAfrica/KRISP-K000573/2020,Illumina Miseq,ARTIC_V2,KRISP-K000573,
SouthAfrica/KRISP-K000574/2020,Illumina Miseq,ARTIC_V2,KRISP-K000574,
SouthAfrica/KRISP-K000575/2020,Illumina Miseq,ARTIC_V2,KRISP-K000575,
SouthAfrica/KRISP-K000576/2020,Illumina Miseq,ARTIC_V2,KRISP-K000576,
SouthAfrica/KRISP-K000577/2020,Illumina Miseq,ARTIC_V2,KRISP-K000577,
SouthAfrica/KRISP-K000578/2020,Illumina Miseq,ARTIC_V2,KRISP-K000578,
SouthAfrica/KRISP-K000579/2020,Illumina Miseq,ARTIC_V2,KRISP-K000579,
SouthAfrica/KRISP-K000580/2020,Illumina Miseq,ARTIC_V2,KRISP-K000580,
SouthAfrica/KRISP-K000581/2020,Illumina Miseq,ARTIC_V2,KRISP-K000581,
SouthAfrica/KRISP-K000582/2020,Illumina Miseq,ARTIC_V2,KRISP-K000582,
SouthAfrica/KRISP-K000583/2020,Illumina Miseq,ARTIC_V2,KRISP-K000583,
SouthAfrica/KRISP-K000584/2020,Illumina Miseq,ARTIC_V2,KRISP-K000584,
SouthAfrica/KRISP-K000585/2020,Illumina Miseq,ARTIC_V2,KRISP-K000585,
SouthAfrica/KRISP-K000586/2020,Illumina Miseq,ARTIC_V2,KRISP-K000586,
SouthAfrica/KRISP-K000588/2020,Illumina Miseq,ARTIC_V2,KRISP-K000588,
SouthAfrica/KRISP-K000589/2020,Illumina Miseq,ARTIC_V2,KRISP-K000589,
SouthAfrica/KRISP-K000591/2020,Illumina Miseq,ARTIC_V2,KRISP-K000591,
SouthAfrica/KRISP-K000592/2020,Illumina Miseq,ARTIC_V2,KRISP-K000592,
SouthAfrica/KRISP-K000594/2020,Illumina Miseq,ARTIC_V2,KRISP-K000594,
SouthAfrica/KRISP-K000595/2020,Illumina Miseq,ARTIC_V2,KRISP-K000595,
SouthAfrica/KRISP-K000596/2020,Illumina Miseq,ARTIC_V2,KRISP-K000596,
SouthAfrica/KRISP-K000597/2020,Illumina Miseq,ARTIC_V2,KRISP-K000597,
SouthAfrica/KRISP-K000598/2020,Illumina Miseq,ARTIC_V2,KRISP-K000598,
SouthAfrica/KRISP-K000599/2020,Illumina Miseq,ARTIC_V2,KRISP-K000599,
SouthAfrica/KRISP-K000600/2020,Illumina Miseq,ARTIC_V2,KRISP-K000600,
SouthAfrica/KRISP-K000601/2020,Illumina Miseq,ARTIC_V2,KRISP-K000601,
SouthAfrica/KRISP-K000602/2020,Illumina Miseq,ARTIC_V2,KRISP-K000602,
SouthAfrica/KRISP-K000603/2020,Illumina Miseq,ARTIC_V2,KRISP-K000603,
SouthAfrica/KRISP-K000604/2020,Illumina Miseq,ARTIC_V2,KRISP-K000604,
SouthAfrica/KRISP-K000605/2020,Illumina Miseq,ARTIC_V2,KRISP-K000605,
SouthAfrica/KRISP-K000606/2020,Illumina Miseq,ARTIC_V2,KRISP-K000606,
SouthAfrica/KRISP-K000607/2020,Illumina Miseq,ARTIC_V2,KRISP-K000607,
SouthAfrica/KRISP-K000608/2020,Illumina Miseq,ARTIC_V2,KRISP-K000608,
SouthAfrica/KRISP-K000609/2020,Illumina Miseq,ARTIC_V2,KRISP-K000609,
SouthAfrica/KRISP-K000611/2020,Illumina Miseq,ARTIC_V2,KRISP-K000611,
SouthAfrica/KRISP-K000612/2020,Illumina Miseq,ARTIC_V2,KRISP-K000612,
SouthAfrica/KRISP-K000613/2020,Illumina Miseq,ARTIC_V2,KRISP-K000613,
SouthAfrica/KRISP-K000614/2020,Illumina Miseq,ARTIC_V2,KRISP-K000614,
SouthAfrica/KRISP-K000615/2020,Illumina Miseq,ARTIC_V2,KRISP-K000615,
SouthAfrica/KRISP-K000616/2020,Illumina Miseq,ARTIC_V2,KRISP-K000616,
SouthAfrica/KRISP-K000617/2020,Illumina Miseq,ARTIC_V2,KRISP-K000617,
SouthAfrica/KRISP-K000618/2020,Illumina Miseq,ARTIC_V2,KRISP-K000618,
SouthAfrica/KRISP-K000619/2020,Illumina Miseq,ARTIC_V2,KRISP-K000619,
SouthAfrica/KRISP-K000620/2020,Illumina Miseq,ARTIC_V2,KRISP-K000620,
SouthAfrica/KRISP-K000621/2020,Illumina Miseq,ARTIC_V2,KRISP-K000621,
SouthAfrica/KRISP-K000622/2020,Illumina Miseq,ARTIC_V2,KRISP-K000622,
SouthAfrica/KRISP-K000623/2020,Illumina Miseq,ARTIC_V2,KRISP-K000623,
SouthAfrica/KRISP-K000624/2020,Illumina Miseq,ARTIC_V2,KRISP-K000624,
SouthAfrica/KRISP-K000625/2020,Illumina Miseq,ARTIC_V2,KRISP-K000625,
SouthAfrica/KRISP-K000626/2020,Illumina Miseq,ARTIC_V2,KRISP-K000626,
SouthAfrica/KRISP-K000628/2020,Illumina Miseq,ARTIC_V2,KRISP-K000628,
SouthAfrica/KRISP-K000629/2020,Illumina Miseq,ARTIC_V2,KRISP-K000629,
SouthAfrica/KRISP-K000630/2020,Illumina Miseq,ARTIC_V2,KRISP-K000630,
SouthAfrica/KRISP-K000631/2020,Illumina Miseq,ARTIC_V2,KRISP-K000631,
SouthAfrica/KRISP-K000632/2020,Illumina Miseq,ARTIC_V2,KRISP-K000632,
SouthAfrica/KRISP-K000633/2020,Illumina Miseq,ARTIC_V2,KRISP-K000633,
SouthAfrica/KRISP-K000635/2020,Illumina Miseq,ARTIC_V2,KRISP-K000635,
SouthAfrica/KRISP-K000636/2020,Illumina Miseq,ARTIC_V2,KRISP-K000636,
SouthAfrica/KRISP-K000637/2020,Illumina Miseq,ARTIC_V2,KRISP-K000637,
SouthAfrica/KRISP-K000639/2020,Illumina Miseq,ARTIC_V2,KRISP-K000639,
SouthAfrica/KRISP-K000640/2020,Illumina Miseq,ARTIC_V2,KRISP-K000640,
SouthAfrica/KRISP-K000641/2020,Illumina Miseq,ARTIC_V2,KRISP-K000641,
SouthAfrica/KRISP-K000642/2020,Illumina Miseq,ARTIC_V2,KRISP-K000642,
SouthAfrica/KRISP-K000643/2020,Illumina Miseq,ARTIC_V2,KRISP-K000643,
SouthAfrica/KRISP-K000649/2020,Illumina Miseq,ARTIC_V2,KRISP-K000649,
SouthAfrica/KRISP-K000650/2020,Illumina Miseq,ARTIC_V2,KRISP-K000650,
SouthAfrica/KRISP-K000651/2020,Illumina Miseq,ARTIC_V2,KRISP-K000651,
SouthAfrica/KRISP-K000652/2020,Illumina Miseq,ARTIC_V2,KRISP-K000652,
SouthAfrica/KRISP-K000654/2020,Illumina Miseq,ARTIC_V2,KRISP-K000654,
SouthAfrica/KRISP-K000655/2020,Illumina Miseq,ARTIC_V2,KRISP-K000655,
